Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
2017,1/7/2017 9:33,89000,United States,Not Asked,Microsoft SQL Server,8,"Microsoft Access, Netezza",Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,5,Not Asked,None,Not Asked,4,Bachelors (4 years),Yes,"Yes, but they expired",40,2,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 9:41,116000,United States,Not Asked,Microsoft SQL Server,20,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, SAP, Informix, Multics ",Full time employee,DBA,No,25,Not Asked,3,Not Asked,30,Bachelors (4 years),Yes,"No, I never have",40,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 9:52,180000,United States,Not Asked,Microsoft SQL Server,17,Vertica,Full time employee,Developer: T-SQL,No,5,Not Asked,More than 5,Not Asked,20,None (no degree completed),N/A,"No, I never have",35,2,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 9:58,40000,Finland,Not Asked,Microsoft SQL Server,20,"MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite, Elasticsearch",Full time employee,DBA,No,9,Not Asked,1,Not Asked,10,Masters,Yes,"Yes, but they expired",30,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 10:34,163000,United States,Not Asked,Microsoft SQL Server,18,Microsoft SQL Server,Full time employee of a consulting/contracting company,DBA,No,8,Not Asked,3,Not Asked,1000,None (no degree completed),N/A,"Yes, but they expired",40,5 or more,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 10:46,85000,United States,Not Asked,Microsoft SQL Server,18,"Oracle, MySQL/MariaDB, PostgreSQL, DB2",Full time employee,DBA,No,10,Not Asked,None,Not Asked,25,None (no degree completed),N/A,"Yes, but they expired",50,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 10:47,103000,United States,Not Asked,Other,3,Microsoft SQL Server,Full time employee,DBA,No,3,Not Asked,None,Not Asked,20,Bachelors (4 years),No,"No, I never have",45,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 10:51,83000,United States,Not Asked,Microsoft SQL Server,6,"MySQL/MariaDB, SQLite",Full time employee,DBA,No,3,Not Asked,None,Not Asked,34,None (no degree completed),N/A,"No, I never have",50,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 11:09,76500,Australia,Not Asked,Microsoft SQL Server,20,"MySQL/MariaDB, MongoDB, Microsoft Access, Azure SQL DB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,10,Not Asked,1,Not Asked,5,Bachelors (4 years),Yes,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 11:31,130000,United States,Not Asked,Microsoft SQL Server,14,"Oracle, MongoDB, Elasticsearch, Azure SQL DB",Full time employee,Architect,No,2,Not Asked,None,Not Asked,15,None (no degree completed),N/A,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 11:38,165000,United States,Not Asked,Microsoft SQL Server,13,"Teradata, Azure SQL DB, Amazon RDS (any flavor)",Independent or freelancer or company owner,Architect,Yes,13,Not Asked,2,Not Asked,10,Masters,Yes,"Yes, but they expired",40,1,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 12:00,108000,United States,Not Asked,Microsoft SQL Server,4,Azure SQL DB,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,4,Not Asked,More than 5,Not Asked,500,Bachelors (4 years),No,"No, I never have",45,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 12:01,105000,United States,Not Asked,Microsoft SQL Server,6,"MySQL/MariaDB, MongoDB, Redis, Azure SQL DB",Full time employee,DBA,No,6,Not Asked,More than 5,Not Asked,1000,None (no degree completed),N/A,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 12:25,50000,United States,Not Asked,Microsoft SQL Server,3,,Full time employee,Manager,Yes,3,Not Asked,1,Not Asked,6,Bachelors (4 years),No,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Student,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 12:42,130000,United States,Not Asked,Microsoft SQL Server,10,"MySQL/MariaDB, PostgreSQL",Full time employee,Architect,Yes,1,Not Asked,None,Not Asked,40,Associates (2 years),No,"Yes, but they expired",40,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 12:44,13000,India,Not Asked,Microsoft SQL Server,4,"Microsoft SQL Server, PostgreSQL",Full time employee,DBA,No,1,Not Asked,5,Not Asked,2000,Masters,Yes,"No, I never have",43,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 12:47,110000,United States,Not Asked,Microsoft SQL Server,10,,Full time employee,DBA,No,5,Not Asked,2,Not Asked,200,Masters,Yes,"Yes, and they're currently valid",40,5 or more,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 12:55,78000,Israel,Not Asked,Microsoft SQL Server,15,"MySQL/MariaDB, SAP",Full time employee,DBA,No,10,Not Asked,1,Not Asked,20,None (no degree completed),N/A,"Yes, but they expired",50,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 13:02,53000,Israel,Not Asked,Microsoft SQL Server,4,DB2,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,4,Not Asked,More than 5,Not Asked,8,Bachelors (4 years),No,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Federal government,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 13:34,41771,United Kingdom,Not Asked,Microsoft SQL Server,3,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB",Full time employee,DBA,No,1,Not Asked,None,Not Asked,50,None (no degree completed),N/A,"Yes, but they expired",36,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 13:42,30000,Bulgaria,Not Asked,Microsoft SQL Server,13,,Full time employee,DBA,No,5,Not Asked,None,Not Asked,40,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 13:49,174000,United States,Not Asked,Microsoft SQL Server,18,"Microsoft SQL Server, Oracle, Azure SQL DB, DocumentDB",Full time employee,Architect,No,2,Not Asked,None,Not Asked,0,Masters,No,"Yes, and they're currently valid",40,3,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 14:11,130000,Ireland,Not Asked,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Elasticsearch",Independent or freelancer or company owner,Architect,Yes,30,Not Asked,None,Not Asked,10,Doctorate/PhD,Yes,"No, I never have",40,5 or more,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 15:00,77000,Denmark,Not Asked,Microsoft SQL Server,12,"MySQL/MariaDB, DB2, Elasticsearch, Azure SQL DB, Amazon RDS (any flavor)",Independent or freelancer or company owner,Architect,No,12,Not Asked,1,Not Asked,10,Associates (2 years),N/A,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 15:21,100000,United States,Not Asked,Microsoft SQL Server,20,"MySQL/MariaDB, Azure SQL DB",Full time employee,DBA,No,15,Not Asked,None,Not Asked,75,Masters,Yes,"Yes, but they expired",60,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 15:51,150000,United Kingdom,Not Asked,Microsoft SQL Server,16,"MongoDB, Azure SQL DB",Independent or freelancer or company owner,DBA,No,16,Not Asked,None,Not Asked,400,None (no degree completed),No,"No, I never have",40,4,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 16:15,133000,United States,Not Asked,Microsoft SQL Server,16,"Microsoft SQL Server, Microsoft Access, SQLite",Full time employee,Manager,Yes,1,Not Asked,None,Not Asked,84,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 16:33,42000,France,Not Asked,Microsoft SQL Server,10,MongoDB,Full time employee,DBA,No,3,Not Asked,2,Not Asked,58,Masters,Yes,"Yes, and they're currently valid",35,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 16:39,115000,United States,Not Asked,Microsoft SQL Server,20,"Oracle, MySQL/MariaDB, Microsoft Access, Azure SQL DB",Full time employee,DBA,Yes,10,Not Asked,None,Not Asked,200,Masters,Yes,"Yes, and they're currently valid",40,2,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 17:55,86000,United Kingdom,Not Asked,Microsoft SQL Server,12,,Full time employee,Developer: T-SQL,Yes,3,Not Asked,More than 5,Not Asked,1,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 18:08,24000,Romania,Not Asked,Microsoft SQL Server,5,"Oracle, SAP",Full time employee,DBA,No,3,Not Asked,More than 5,Not Asked,47,None (no degree completed),N/A,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 18:09,115000,United States,Not Asked,Microsoft SQL Server,10,"Oracle, PostgreSQL",Full time employee,Architect,No,3,Not Asked,None,Not Asked,60,Bachelors (4 years),Yes,"Yes, but they expired",50,1,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 18:10,43000,United Kingdom,Not Asked,Microsoft SQL Server,5,,Full time employee,DBA,Yes,3,Not Asked,None,Not Asked,4,Bachelors (4 years),No,"No, I never have",38,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 18:16,80000,United States,Not Asked,PostgreSQL,3,"Microsoft SQL Server, Redis, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,Manager,Yes,2,Not Asked,None,Not Asked,6,Masters,No,"No, I never have",48,2,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 18:16,65000,United States,Not Asked,Microsoft SQL Server,4,"Oracle, Cache",Full time employee,DBA,No,1,Not Asked,None,Not Asked,30,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 18:56,106000,United States,Not Asked,Microsoft SQL Server,16,"Oracle, DB2, SQLite, Infodata  SQLBase",Full time employee,Engineer,No,4,Not Asked,More than 5,Not Asked,30,Bachelors (4 years),Yes,"Yes, but they expired",40,1,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 19:00,49000,United Kingdom,Not Asked,PostgreSQL,1,"Microsoft SQL Server, MySQL/MariaDB, Greenplum ",Full time employee,DBA,No,1,Not Asked,None,Not Asked,50,Bachelors (4 years),Yes,"Yes, and they're currently valid",35,2,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 20:09,160000,United States,Not Asked,Microsoft SQL Server,25,,Independent or freelancer or company owner,DBA,No,5,Not Asked,2,Not Asked,4,None (no degree completed),N/A,"Yes, and they're currently valid",35,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 20:25,95138,United States,Not Asked,Microsoft SQL Server,20,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, SQLite, firebird",Full time employee,"Developer: App code (C#, JS, etc)",Yes,1,Not Asked,None,Not Asked,15,Associates (2 years),No,"No, I never have",60,5 or more,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 20:52,120000,United States,Not Asked,Microsoft SQL Server,13,"MySQL/MariaDB, Microsoft Access",Full time employee,DBA,No,1,Not Asked,None,Not Asked,13,Bachelors (4 years),Yes,"Yes, but they expired",40,2,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 21:08,100000,United States,Not Asked,Microsoft SQL Server,13,"Microsoft SQL Server, Azure SQL DB",Full time employee,Manager,Yes,13,Not Asked,1,Not Asked,5,Bachelors (4 years),Yes,"No, I never have",55,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 21:13,73000,United States,Not Asked,Microsoft SQL Server,15,,Full time employee,DBA,No,3,Not Asked,2,Not Asked,470,Bachelors (4 years),Yes,"No, I never have",46,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 22:11,96000,United States,Not Asked,Microsoft SQL Server,6,,Full time employee,Developer: T-SQL,No,6,Not Asked,None,Not Asked,4,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Federal government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 22:24,175000,United States,Not Asked,Microsoft SQL Server,21,,Independent or freelancer or company owner,Developer: T-SQL,No,21,Not Asked,None,Not Asked,90,Bachelors (4 years),No,"Yes, and they're currently valid",30,4,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/7/2017 23:36,82000,Germany,Not Asked,Microsoft SQL Server,14,,Full time employee,Architect,No,2,Not Asked,1,Not Asked,250,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/8/2017 0:05,112000,Australia,Not Asked,Microsoft SQL Server,10,"Microsoft SQL Server, PostgreSQL, Azure SQL DB",Full time employee,Manager,Yes,0,Not Asked,3,Not Asked,10,Bachelors (4 years),Yes,"No, I never have",38,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/8/2017 1:03,42000,Poland,Not Asked,Microsoft SQL Server,10,,Full time employee,DBA,No,5,Not Asked,1,Not Asked,50,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,2,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/8/2017 1:38,100000,Israel,Not Asked,Microsoft SQL Server,4,,Full time employee,DBA,No,2,Not Asked,2,Not Asked,30,None (no degree completed),N/A,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/8/2017 3:59,73000,Australia,Not Asked,Microsoft SQL Server,8,MySQL/MariaDB,Full time employee,"Developer: App code (C#, JS, etc)",No,10,Not Asked,3,Not Asked,2,Bachelors (4 years),Yes,"No, I never have",42,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/8/2017 4:21,115000,Switzerland,Not Asked,Microsoft SQL Server,8,"Oracle, Elasticsearch, Azure SQL DB, Progress",Full time employee,DBA,No,4,Not Asked,3,Not Asked,25,None (no degree completed),N/A,"Yes, and they're currently valid",43,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/8/2017 4:48,55000,United Kingdom,Not Asked,Microsoft SQL Server,8,"PostgreSQL, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,2,Not Asked,None,Not Asked,10,None (no degree completed),N/A,"Yes, and they're currently valid",37,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/8/2017 5:13,65500,New Zealand,Not Asked,Microsoft SQL Server,10,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB",Full time employee,DBA,No,3,Not Asked,More than 5,Not Asked,2000,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/8/2017 5:34,32000,Romania,Not Asked,Microsoft SQL Server,10,Azure SQL DB,Full time employee,"Developer: App code (C#, JS, etc)",No,10,Not Asked,More than 5,Not Asked,5,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/8/2017 7:56,95000,United States,Not Asked,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, Azure SQL DB",Full time employee,Developer: T-SQL,No,2,Not Asked,1,Not Asked,6,Bachelors (4 years),No,"No, I never have",40,2,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
